image_path,label,method,video_name,source_video_path,relative_video_path,split_group,blur_score
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0015.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,102.9426
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0016.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,106.1483
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0017.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,100.448
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0018.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,90.7771
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0019.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,81.3093
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0020.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,116.559
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0021.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,118.6554
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0022.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,97.2692
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0023.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,81.9925
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0024.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,110.9499
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0025.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,106.7231
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0026.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,138.2386
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0027.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,97.6265
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0028.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,95.5527
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0029.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,98.9709
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0030.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,103.4447
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0031.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,77.4109
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0032.jpg,1,Deepfakes,000_003,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003.mp4,manipulated_sequences/Deepfakes/c23/videos/000_003,80.1266
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0000.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,77.9711
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0001.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,94.4232
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0002.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,96.3143
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0003.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,83.2508
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0004.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.7071
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0005.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,98.5523
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0006.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,96.3348
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0007.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,100.5952
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0008.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,96.3732
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0009.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.4924
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0010.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,102.7728
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0011.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,105.2963
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0012.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,103.7352
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0013.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,94.7587
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0014.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,92.8671
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0015.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.0098
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0016.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,109.1375
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0017.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,104.1127
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0018.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,108.3833
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0019.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,109.2046
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0020.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,77.5683
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0021.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,98.4305
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0022.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,106.6672
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0023.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,99.7495
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0024.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,99.2314
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0025.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.2029
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0026.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,115.8428
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0027.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,93.4359
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0028.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.6569
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0029.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,98.4421
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0030.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,102.3139
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0031.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,92.3971
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0032.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,67.0312
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0033.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,99.4156
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0034.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,102.6098
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0035.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,96.3488
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0036.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,107.9417
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0037.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,94.9061
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0038.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,95.3394
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0039.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,103.5195
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0040.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,100.1867
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0041.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,98.2111
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0042.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,76.2369
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0043.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.0392
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0044.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,90.4763
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0045.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,110.7948
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0046.jpg,1,Deepfakes,002_006,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006.mp4,manipulated_sequences/Deepfakes/c23/videos/002_006,97.8903
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0000.jpg,1,Deepfakes,006_002,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/006_002.mp4,manipulated_sequences/Deepfakes/c23/videos/006_002.mp4,manipulated_sequences/Deepfakes/c23/videos/006_002,61.5234
./processed_ffpp/cropfaces_filtered/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0001.jpg,1,Deepfakes,006_002,./datasets/FFPP/manipulated_sequences/Deepfakes/c23/videos/006_002.mp4,manipulated_sequences/Deepfakes/c23/videos/006_002.mp4,manipulated_sequences/Deepfakes/c23/videos/006_002,62.1815
