image_path,blur_score,status
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0036.jpg,107.9417,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0037.jpg,94.9061,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0038.jpg,95.3394,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0039.jpg,103.5195,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0040.jpg,100.1867,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0041.jpg,98.2111,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0042.jpg,76.2369,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0043.jpg,97.0392,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0044.jpg,90.4763,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0045.jpg,110.7948,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0046.jpg,97.8903,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0000.jpg,37.2223,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0001.jpg,23.9883,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0002.jpg,29.694,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0003.jpg,31.3486,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0004.jpg,30.4082,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0005.jpg,33.9463,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0006.jpg,31.4759,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0007.jpg,31.743,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0008.jpg,35.8747,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0009.jpg,32.6109,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0010.jpg,32.623,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0011.jpg,27.9371,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0012.jpg,33.625,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0013.jpg,43.1892,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0014.jpg,31.3525,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0015.jpg,29.3563,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0016.jpg,31.1051,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0017.jpg,28.3696,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0018.jpg,29.5213,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0019.jpg,30.3616,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0020.jpg,34.0794,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0021.jpg,20.2636,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0022.jpg,30.0132,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0023.jpg,29.0887,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0024.jpg,27.5121,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/003_000/crop_0025.jpg,29.3161,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0000.jpg,55.7391,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0001.jpg,44.8962,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0002.jpg,62.741,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0003.jpg,52.2586,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0004.jpg,55.8365,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0005.jpg,50.5008,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0006.jpg,47.9078,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0007.jpg,56.8796,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0008.jpg,46.4135,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0009.jpg,47.8786,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0010.jpg,58.9229,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0011.jpg,40.8422,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0012.jpg,49.4758,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0013.jpg,66.0321,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0014.jpg,51.0353,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0015.jpg,57.2917,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0016.jpg,56.8536,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0017.jpg,53.0714,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0018.jpg,42.346,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0019.jpg,43.4251,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0020.jpg,234.391,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0021.jpg,61.5304,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0022.jpg,61.6102,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0023.jpg,54.2845,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0024.jpg,116.257,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/004_982/crop_0025.jpg,56.8138,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0000.jpg,27.1904,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0001.jpg,29.1898,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0002.jpg,28.1023,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0003.jpg,21.7471,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0004.jpg,26.4855,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0005.jpg,36.7464,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0006.jpg,30.4153,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0007.jpg,25.4362,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0008.jpg,25.9228,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0009.jpg,31.785,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0010.jpg,31.8786,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0011.jpg,32.8134,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0012.jpg,33.8194,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0013.jpg,26.0388,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0014.jpg,30.3478,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0015.jpg,12.9767,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0016.jpg,20.6094,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0017.jpg,30.2383,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0018.jpg,21.6744,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0019.jpg,23.3093,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0020.jpg,20.0563,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0021.jpg,26.7544,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0022.jpg,25.4763,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0023.jpg,28.5328,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0024.jpg,22.2157,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0025.jpg,24.9585,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0026.jpg,19.308,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0027.jpg,27.624,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0028.jpg,27.6324,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0029.jpg,24.6213,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0030.jpg,18.6638,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0031.jpg,14.6522,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/005_010/crop_0032.jpg,20.5462,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0000.jpg,61.5234,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0001.jpg,62.1815,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0002.jpg,57.7784,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0003.jpg,60.8006,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0004.jpg,63.9154,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0005.jpg,62.8243,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0006.jpg,48.0102,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0007.jpg,50.6212,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0008.jpg,62.3432,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0009.jpg,75.8495,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0010.jpg,55.0713,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0011.jpg,68.4723,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0012.jpg,55.9862,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0013.jpg,56.0966,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0014.jpg,51.2382,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0015.jpg,60.1208,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0016.jpg,56.3046,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0017.jpg,56.0576,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0018.jpg,64.1783,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0019.jpg,57.6583,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/006_002/crop_0020.jpg,69.144,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0000.jpg,49.183,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0001.jpg,43.4901,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0002.jpg,45.3878,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0003.jpg,52.002,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0004.jpg,50.161,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0005.jpg,48.3556,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0006.jpg,41.38,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0007.jpg,42.6389,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0008.jpg,48.1477,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/007_132/crop_0009.jpg,56.4135,kept
